id|label|pathway_name|source|source_url
r-hsa-2393930|pathway|Phosphate bond hydrolysis by NUDT proteins|REACTOME|https://reactome.org
r-hsa-5654219|pathway|Phospholipase C-mediated cascade: FGFR1|REACTOME|https://reactome.org
r-hsa-5654221|pathway|Phospholipase C-mediated cascade  FGFR2|REACTOME|https://reactome.org
r-hsa-5654227|pathway|Phospholipase C-mediated cascade  FGFR3|REACTOME|https://reactome.org
r-hsa-5654228|pathway|Phospholipase C-mediated cascade  FGFR4|REACTOME|https://reactome.org
r-hsa-1483257|pathway|Phospholipid metabolism|REACTOME|https://reactome.org
r-hsa-202427|pathway|Phosphorylation of CD3 and TCR zeta chains|REACTOME|https://reactome.org
r-hsa-176417|pathway|Phosphorylation of Emi1|REACTOME|https://reactome.org
r-hsa-69200|pathway|Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes|REACTOME|https://reactome.org
r-hsa-170145|pathway|Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes|REACTOME|https://reactome.org
r-hsa-176412|pathway|Phosphorylation of the APC/C|REACTOME|https://reactome.org
r-hsa-5578768|pathway|Physiological factors|REACTOME|https://reactome.org
r-hsa-8963898|pathway|Plasma lipoprotein assembly|REACTOME|https://reactome.org
r-hsa-174824|pathway|Plasma lipoprotein assembly, remodeling, and clearance|REACTOME|https://reactome.org
r-hsa-8964043|pathway|Plasma lipoprotein clearance|REACTOME|https://reactome.org
r-hsa-8963899|pathway|Plasma lipoprotein remodeling|REACTOME|https://reactome.org
r-hsa-75896|pathway|Plasmalogen biosynthesis|REACTOME|https://reactome.org
r-hsa-75892|pathway|Platelet Adhesion to exposed collagen|REACTOME|https://reactome.org
r-hsa-76009|pathway|Platelet Aggregation (Plug Formation)|REACTOME|https://reactome.org
r-hsa-76002|pathway|Platelet activation, signaling and aggregation|REACTOME|https://reactome.org
r-hsa-418360|pathway|Platelet calcium homeostasis|REACTOME|https://reactome.org
r-hsa-114608|pathway|Platelet degranulation |REACTOME|https://reactome.org
r-hsa-418346|pathway|Platelet homeostasis|REACTOME|https://reactome.org
r-hsa-432142|pathway|Platelet sensitization by LDL|REACTOME|https://reactome.org
r-hsa-164525|pathway|Plus-strand DNA synthesis|REACTOME|https://reactome.org
r-hsa-156711|pathway|Polo-like kinase mediated events|REACTOME|https://reactome.org
r-hsa-69091|pathway|Polymerase switching|REACTOME|https://reactome.org
r-hsa-174411|pathway|Polymerase switching on the C-strand of the telomere|REACTOME|https://reactome.org
r-hsa-5250913|pathway|Positive epigenetic regulation of rRNA expression|REACTOME|https://reactome.org
r-hsa-438064|pathway|Post NMDA receptor activation events|REACTOME|https://reactome.org
r-hsa-389977|pathway|Post-chaperonin tubulin folding pathway|REACTOME|https://reactome.org
r-hsa-426496|pathway|Post-transcriptional silencing by small RNAs|REACTOME|https://reactome.org
r-hsa-163125|pathway|Post-translational modification: synthesis of GPI-anchored proteins|REACTOME|https://reactome.org
r-hsa-597592|pathway|Post-translational protein modification|REACTOME|https://reactome.org
r-hsa-8957275|pathway|Post-translational protein phosphorylation|REACTOME|https://reactome.org
r-hsa-9615933|pathway|Postmitotic nuclear pore complex (NPC) reformation|REACTOME|https://reactome.org
r-hsa-622327|pathway|Postsynaptic nicotinic acetylcholine receptors|REACTOME|https://reactome.org
r-hsa-1296071|pathway|Potassium Channels|REACTOME|https://reactome.org
r-hsa-1296067|pathway|Potassium transport channels|REACTOME|https://reactome.org
r-hsa-9679191|pathway|Potential therapeutics for SARS|REACTOME|https://reactome.org
r-hsa-1912422|pathway|Pre-NOTCH Expression and Processing|REACTOME|https://reactome.org
r-hsa-1912420|pathway|Pre-NOTCH Processing in Golgi|REACTOME|https://reactome.org
r-hsa-1912399|pathway|Pre-NOTCH Processing in the Endoplasmic Reticulum|REACTOME|https://reactome.org
r-hsa-1912408|pathway|Pre-NOTCH Transcription and Translation|REACTOME|https://reactome.org
r-hsa-9757110|pathway|Prednisone ADME|REACTOME|https://reactome.org
r-hsa-389957|pathway|Prefoldin mediated transfer of substrate  to CCT/TriC|REACTOME|https://reactome.org
r-hsa-196108|pathway|Pregnenolone biosynthesis|REACTOME|https://reactome.org
r-hsa-112308|pathway|Presynaptic depolarization and calcium channel opening|REACTOME|https://reactome.org
r-hsa-500657|pathway|Presynaptic function of Kainate receptors|REACTOME|https://reactome.org
r-hsa-622323|pathway|Presynaptic nicotinic acetylcholine receptors|REACTOME|https://reactome.org
r-hsa-5693616|pathway|Presynaptic phase of homologous DNA pairing and strand exchange|REACTOME|https://reactome.org
r-hsa-9636383|pathway|Prevention of phagosomal-lysosomal fusion|REACTOME|https://reactome.org
r-hsa-3215018|pathway|Processing and activation of SUMO|REACTOME|https://reactome.org
r-hsa-72203|pathway|Processing of Capped Intron-Containing Pre-mRNA|REACTOME|https://reactome.org
r-hsa-75067|pathway|Processing of Capped Intronless Pre-mRNA|REACTOME|https://reactome.org
r-hsa-5693607|pathway|Processing of DNA double-strand break ends|REACTOME|https://reactome.org
r-hsa-77595|pathway|Processing of Intronless Pre-mRNAs|REACTOME|https://reactome.org
r-hsa-8949664|pathway|Processing of SMDT1|REACTOME|https://reactome.org
r-hsa-174414|pathway|Processive synthesis on the C-strand of the telomere|REACTOME|https://reactome.org
r-hsa-69183|pathway|Processive synthesis on the lagging strand|REACTOME|https://reactome.org
r-hsa-5357801|pathway|Programmed Cell Death|REACTOME|https://reactome.org
r-hsa-964827|pathway|Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2|REACTOME|https://reactome.org
r-hsa-1170546|pathway|Prolactin receptor signaling|REACTOME|https://reactome.org
r-hsa-70688|pathway|Proline catabolism|REACTOME|https://reactome.org
r-hsa-169893|pathway|Prolonged ERK activation events|REACTOME|https://reactome.org
r-hsa-71032|pathway|Propionyl-CoA catabolism|REACTOME|https://reactome.org
r-hsa-392851|pathway|Prostacyclin signalling through prostacyclin receptor|REACTOME|https://reactome.org
r-hsa-391908|pathway|Prostanoid ligand receptors|REACTOME|https://reactome.org
r-hsa-391251|pathway|Protein folding|REACTOME|https://reactome.org
r-hsa-9609507|pathway|Protein localization|REACTOME|https://reactome.org
r-hsa-8876725|pathway|Protein methylation|REACTOME|https://reactome.org
r-hsa-5676934|pathway|Protein repair|REACTOME|https://reactome.org
r-hsa-8852135|pathway|Protein ubiquitination|REACTOME|https://reactome.org
r-hsa-6794362|pathway|Protein-protein interactions at synapses|REACTOME|https://reactome.org
r-hsa-433692|pathway|Proton-coupled monocarboxylate transport|REACTOME|https://reactome.org
r-hsa-428559|pathway|Proton-coupled neutral amino acid transporters|REACTOME|https://reactome.org
r-hsa-427975|pathway|Proton/oligopeptide cotransporters|REACTOME|https://reactome.org
r-hsa-74259|pathway|Purine catabolism|REACTOME|https://reactome.org
r-hsa-73817|pathway|Purine ribonucleoside monophosphate biosynthesis|REACTOME|https://reactome.org
r-hsa-74217|pathway|Purine salvage|REACTOME|https://reactome.org
r-hsa-9660826|pathway|Purinergic signaling in leishmaniasis infection|REACTOME|https://reactome.org
r-hsa-500753|pathway|Pyrimidine biosynthesis|REACTOME|https://reactome.org
r-hsa-73621|pathway|Pyrimidine catabolism|REACTOME|https://reactome.org
r-hsa-73614|pathway|Pyrimidine salvage|REACTOME|https://reactome.org
r-hsa-71737|pathway|Pyrophosphate hydrolysis|REACTOME|https://reactome.org
r-hsa-5620971|pathway|Pyroptosis|REACTOME|https://reactome.org
r-hsa-70268|pathway|Pyruvate metabolism|REACTOME|https://reactome.org
r-hsa-71406|pathway|Pyruvate metabolism and Citric Acid (TCA) cycle|REACTOME|https://reactome.org
r-hsa-5365859|pathway|RA biosynthesis pathway|REACTOME|https://reactome.org
r-hsa-8876198|pathway|RAB GEFs exchange GTP for GDP on RABs|REACTOME|https://reactome.org
r-hsa-8873719|pathway|RAB geranylgeranylation|REACTOME|https://reactome.org
r-hsa-9013149|pathway|RAC1 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013404|pathway|RAC2 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013423|pathway|RAC3 GTPase cycle|REACTOME|https://reactome.org
r-hsa-5673000|pathway|RAF activation|REACTOME|https://reactome.org
r-hsa-112409|pathway|RAF-independent MAPK1/3 activation|REACTOME|https://reactome.org
r-hsa-5673001|pathway|RAF/MAP kinase cascade|REACTOME|https://reactome.org
r-hsa-9649913|pathway|RAS GTPase cycle mutants|REACTOME|https://reactome.org
r-hsa-9648002|pathway|RAS processing|REACTOME|https://reactome.org
r-hsa-6802953|pathway|RAS signaling downstream of NF1 loss-of-function variants|REACTOME|https://reactome.org
r-hsa-8853659|pathway|RET signaling|REACTOME|https://reactome.org
r-hsa-195258|pathway|RHO GTPase Effectors|REACTOME|https://reactome.org
r-hsa-9012999|pathway|RHO GTPase cycle|REACTOME|https://reactome.org
r-hsa-5663220|pathway|RHO GTPases Activate Formins|REACTOME|https://reactome.org
r-hsa-5668599|pathway|RHO GTPases Activate NADPH Oxidases|REACTOME|https://reactome.org
r-hsa-5627117|pathway|RHO GTPases Activate ROCKs|REACTOME|https://reactome.org
r-hsa-5666185|pathway|RHO GTPases Activate Rhotekin and Rhophilins|REACTOME|https://reactome.org
r-hsa-5663213|pathway|RHO GTPases Activate WASPs and WAVEs|REACTOME|https://reactome.org
r-hsa-5625900|pathway|RHO GTPases activate CIT|REACTOME|https://reactome.org
r-hsa-5626467|pathway|RHO GTPases activate IQGAPs|REACTOME|https://reactome.org
r-hsa-5625970|pathway|RHO GTPases activate KTN1|REACTOME|https://reactome.org
r-hsa-5627123|pathway|RHO GTPases activate PAKs|REACTOME|https://reactome.org
r-hsa-5625740|pathway|RHO GTPases activate PKNs|REACTOME|https://reactome.org
r-hsa-5627083|pathway|RHO GTPases regulate CFTR trafficking|REACTOME|https://reactome.org
r-hsa-8980692|pathway|RHOA GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013026|pathway|RHOB GTPase cycle|REACTOME|https://reactome.org
r-hsa-9706574|pathway|RHOBTB GTPase Cycle|REACTOME|https://reactome.org
r-hsa-9013422|pathway|RHOBTB1 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013418|pathway|RHOBTB2 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9706019|pathway|RHOBTB3 ATPase cycle|REACTOME|https://reactome.org
r-hsa-9013106|pathway|RHOC GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013405|pathway|RHOD GTPase cycle|REACTOME|https://reactome.org
r-hsa-9035034|pathway|RHOF GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013408|pathway|RHOG GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013407|pathway|RHOH GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013409|pathway|RHOJ GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013406|pathway|RHOQ GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013425|pathway|RHOT1 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013419|pathway|RHOT2 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013420|pathway|RHOU GTPase cycle|REACTOME|https://reactome.org
r-hsa-9013424|pathway|RHOV GTPase cycle|REACTOME|https://reactome.org
r-hsa-1810476|pathway|RIP-mediated NFkB activation via ZBP1|REACTOME|https://reactome.org
r-hsa-5213460|pathway|RIPK1-mediated regulated necrosis|REACTOME|https://reactome.org
r-hsa-3214858|pathway|RMTs methylate histone arginines|REACTOME|https://reactome.org
r-hsa-77075|pathway|RNA Pol II CTD phosphorylation and interaction with CE|REACTOME|https://reactome.org
r-hsa-167160|pathway|RNA Pol II CTD phosphorylation and interaction with CE during HIV infection|REACTOME|https://reactome.org
r-hsa-73854|pathway|RNA Polymerase I Promoter Clearance|REACTOME|https://reactome.org
r-hsa-73772|pathway|RNA Polymerase I Promoter Escape|REACTOME|https://reactome.org
r-hsa-73728|pathway|RNA Polymerase I Promoter Opening|REACTOME|https://reactome.org
r-hsa-73864|pathway|RNA Polymerase I Transcription|REACTOME|https://reactome.org
r-hsa-73762|pathway|RNA Polymerase I Transcription Initiation|REACTOME|https://reactome.org
r-hsa-73863|pathway|RNA Polymerase I Transcription Termination|REACTOME|https://reactome.org
r-hsa-167162|pathway|RNA Polymerase II HIV Promoter Escape|REACTOME|https://reactome.org
r-hsa-674695|pathway|RNA Polymerase II Pre-transcription Events|REACTOME|https://reactome.org
r-hsa-73776|pathway|RNA Polymerase II Promoter Escape|REACTOME|https://reactome.org
r-hsa-73857|pathway|RNA Polymerase II Transcription|REACTOME|https://reactome.org
r-hsa-75955|pathway|RNA Polymerase II Transcription Elongation|REACTOME|https://reactome.org
r-hsa-75953|pathway|RNA Polymerase II Transcription Initiation|REACTOME|https://reactome.org
r-hsa-76042|pathway|RNA Polymerase II Transcription Initiation And Promoter Clearance|REACTOME|https://reactome.org
r-hsa-73779|pathway|RNA Polymerase II Transcription Pre-Initiation And Promoter Opening|REACTOME|https://reactome.org
r-hsa-73856|pathway|RNA Polymerase II Transcription Termination|REACTOME|https://reactome.org
r-hsa-749476|pathway|RNA Polymerase III Abortive And Retractive Initiation|REACTOME|https://reactome.org
r-hsa-73780|pathway|RNA Polymerase III Chain Elongation|REACTOME|https://reactome.org
r-hsa-74158|pathway|RNA Polymerase III Transcription|REACTOME|https://reactome.org
r-hsa-76046|pathway|RNA Polymerase III Transcription Initiation|REACTOME|https://reactome.org
r-hsa-76061|pathway|RNA Polymerase III Transcription Initiation From Type 1 Promoter|REACTOME|https://reactome.org
r-hsa-76066|pathway|RNA Polymerase III Transcription Initiation From Type 2 Promoter|REACTOME|https://reactome.org
r-hsa-76071|pathway|RNA Polymerase III Transcription Initiation From Type 3 Promoter|REACTOME|https://reactome.org
r-hsa-73980|pathway|RNA Polymerase III Transcription Termination|REACTOME|https://reactome.org
r-hsa-6807505|pathway|RNA polymerase II transcribes snRNA genes|REACTOME|https://reactome.org
r-hsa-9696273|pathway|RND1 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9696270|pathway|RND2 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9696264|pathway|RND3 GTPase cycle|REACTOME|https://reactome.org
r-hsa-9010642|pathway|ROBO receptors bind AKAP5|REACTOME|https://reactome.org
r-hsa-1368082|pathway|RORA activates gene expression|REACTOME|https://reactome.org
r-hsa-1222556|pathway|ROS and RNS production in phagocytes|REACTOME|https://reactome.org
r-hsa-5659996|pathway|RPIA deficiency: failed conversion of R5P to RU5P|REACTOME|https://reactome.org
r-hsa-6791461|pathway|RPIA deficiency: failed conversion of RU5P to R5P|REACTOME|https://reactome.org
r-hsa-444257|pathway|RSK activation|REACTOME|https://reactome.org
r-hsa-8877330|pathway|RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)|REACTOME|https://reactome.org
r-hsa-8939243|pathway|RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known|REACTOME|https://reactome.org
r-hsa-8931987|pathway|RUNX1 regulates estrogen receptor mediated transcription|REACTOME|https://reactome.org
r-hsa-8935964|pathway|RUNX1 regulates expression of components of tight junctions|REACTOME|https://reactome.org
r-hsa-8936459|pathway|RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function|REACTOME|https://reactome.org
r-hsa-8939245|pathway|RUNX1 regulates transcription of genes involved in BCR signaling|REACTOME|https://reactome.org
r-hsa-8939256|pathway|RUNX1 regulates transcription of genes involved in WNT signaling|REACTOME|https://reactome.org
r-hsa-8939236|pathway|RUNX1 regulates transcription of genes involved in differentiation of HSCs|REACTOME|https://reactome.org
r-hsa-8939242|pathway|RUNX1 regulates transcription of genes involved in differentiation of keratinocytes|REACTOME|https://reactome.org
r-hsa-8939246|pathway|RUNX1 regulates transcription of genes involved in differentiation of myeloid cells|REACTOME|https://reactome.org
r-hsa-8939247|pathway|RUNX1 regulates transcription of genes involved in interleukin signaling|REACTOME|https://reactome.org
r-hsa-8941326|pathway|RUNX2 regulates bone development|REACTOME|https://reactome.org
r-hsa-8941284|pathway|RUNX2 regulates chondrocyte maturation|REACTOME|https://reactome.org
r-hsa-8941332|pathway|RUNX2 regulates genes involved in cell migration|REACTOME|https://reactome.org
r-hsa-8941333|pathway|RUNX2 regulates genes involved in differentiation of myeloid cells|REACTOME|https://reactome.org
r-hsa-8940973|pathway|RUNX2 regulates osteoblast differentiation|REACTOME|https://reactome.org
r-hsa-8949275|pathway|RUNX3 Regulates Immune Response and Cell Migration|REACTOME|https://reactome.org
r-hsa-8952158|pathway|RUNX3 regulates BCL2L11 (BIM) transcription|REACTOME|https://reactome.org
r-hsa-8941855|pathway|RUNX3 regulates CDKN1A transcription|REACTOME|https://reactome.org
r-hsa-8941856|pathway|RUNX3 regulates NOTCH signaling|REACTOME|https://reactome.org
r-hsa-8951911|pathway|RUNX3 regulates RUNX1-mediated transcription|REACTOME|https://reactome.org
